GO:0003824	F	0.98	catalytic activity
GO:0004871	F	0.64	signal transducer activity
GO:0016772	F	0.46	transferase activity, transferring phosphorus-containing groups
GO:0016773	F	0.37	phosphotransferase activity, alcohol group as acceptor
GO:0016775	F	0.36	phosphotransferase activity, nitrogenous group as acceptor
GO:0016301	F	0.36	kinase activity
GO:0004872	F	0.35	receptor activity
GO:0004673	F	0.35	protein histidine kinase activity
GO:0000155	F	0.32	phosphorelay sensor kinase activity
GO:0016787	F	0.23	hydrolase activity
