GO:0016874	F	0.19	ligase activity
GO:0016879	F	0.14	ligase activity, forming carbon-nitrogen bonds
GO:0035639	F	0.06	purine ribonucleoside triphosphate binding
GO:0032559	F	0.06	adenyl ribonucleotide binding
GO:0032550	F	0.06	purine ribonucleoside binding
GO:0016881	F	0.06	acid-amino acid ligase activity
GO:0004639	F	0.05	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
GO:0004638	F	0.05	phosphoribosylaminoimidazole carboxylase activity
GO:0043169	F	0.04	cation binding
GO:0016885	F	0.01	ligase activity, forming carbon-carbon bonds
