GO:0009987	P	0.74	cellular process
GO:0044699	P	0.66	single-organism process
GO:0008152	P	0.62	metabolic process
GO:0044237	P	0.46	cellular metabolic process
GO:0071704	P	0.39	organic substance metabolic process
GO:0044763	P	0.29	single-organism cellular process
GO:0044238	P	0.27	primary metabolic process
GO:0006810	P	0.21	transport
GO:0044710	P	0.16	single-organism metabolic process
GO:0006725	P	0.15	cellular aromatic compound metabolic process
GO:0044765	P	0.14	single-organism transport
GO:0006807	P	0.14	nitrogen compound metabolic process
GO:0034641	P	0.13	cellular nitrogen compound metabolic process
GO:0006139	P	0.12	nucleobase-containing compound metabolic process
