GO:0022857	F	0.76	transmembrane transporter activity
GO:0022891	F	0.72	substrate-specific transmembrane transporter activity
GO:0046873	F	0.68	metal ion transmembrane transporter activity
GO:0003824	F	0.39	catalytic activity
GO:0046915	F	0.26	transition metal ion transmembrane transporter activity
GO:0005384	F	0.16	manganese ion transmembrane transporter activity
GO:0022804	F	0.04	active transmembrane transporter activity
GO:0016772	F	0.03	transferase activity, transferring phosphorus-containing groups
GO:0015291	F	0.03	secondary active transmembrane transporter activity
GO:0016787	F	0.02	hydrolase activity
