GO:0009987	P	0.08	cellular process
GO:0097659	P	0.04	nucleic acid-templated transcription
GO:0034645	P	0.04	cellular macromolecule biosynthetic process
GO:0010467	P	0.04	gene expression
GO:0044699	P	0.03	single-organism process
GO:0060349	P	0.02	bone morphogenesis
GO:0050900	P	0.02	leukocyte migration
GO:0032330	P	0.02	regulation of chondrocyte differentiation
GO:0030512	P	0.02	negative regulation of transforming growth factor beta receptor signaling pathway
GO:0010955	P	0.02	negative regulation of protein processing
