GO:0008152	P	0.77	metabolic process
GO:0009987	P	0.76	cellular process
GO:0071704	P	0.67	organic substance metabolic process
GO:0044237	P	0.61	cellular metabolic process
GO:0044238	P	0.34	primary metabolic process
GO:0044699	P	0.24	single-organism process
GO:0040007	P	0.24	growth
GO:0043170	P	0.18	macromolecule metabolic process
GO:0044710	P	0.17	single-organism metabolic process
GO:0044763	P	0.16	single-organism cellular process
GO:0044260	P	0.15	cellular macromolecule metabolic process
GO:0006807	P	0.10	nitrogen compound metabolic process
