GO:0009987	P	0.84	cellular process
GO:0044699	P	0.46	single-organism process
GO:0008152	P	0.42	metabolic process
GO:0071704	P	0.31	organic substance metabolic process
GO:0044237	P	0.31	cellular metabolic process
GO:0044763	P	0.28	single-organism cellular process
GO:0050896	P	0.24	response to stimulus
GO:0006950	P	0.17	response to stress
GO:0044710	P	0.15	single-organism metabolic process
GO:0065007	P	0.11	biological regulation
GO:0051179	P	0.09	localization
GO:0044238	P	0.09	primary metabolic process
