GO:0065007	P	0.96	biological regulation
GO:0044699	P	0.68	single-organism process
GO:0050789	P	0.67	regulation of biological process
GO:0009987	P	0.40	cellular process
GO:0050794	P	0.37	regulation of cellular process
GO:0019222	P	0.36	regulation of metabolic process
GO:0060255	P	0.34	regulation of macromolecule metabolic process
GO:0008152	P	0.26	metabolic process
GO:0010468	P	0.24	regulation of gene expression
GO:0080090	P	0.14	regulation of primary metabolic process
GO:0031323	P	0.14	regulation of cellular metabolic process
GO:0044763	P	0.11	single-organism cellular process
GO:2000112	P	0.09	regulation of cellular macromolecule biosynthetic process
GO:0019219	P	0.09	regulation of nucleobase-containing compound metabolic process
