GO:0003824	F	0.24	catalytic activity
GO:0016740	F	0.03	transferase activity
GO:0008168	F	0.02	methyltransferase activity
GO:0051536	F	0.01	iron-sulfur cluster binding
GO:0046915	F	0.01	transition metal ion transmembrane transporter activity
GO:0046914	F	0.01	transition metal ion binding
GO:0044682	F	0.01	archaeal-specific GTP cyclohydrolase activity
GO:0035639	F	0.01	purine ribonucleoside triphosphate binding
GO:0032555	F	0.01	purine ribonucleotide binding
GO:0032550	F	0.01	purine ribonucleoside binding
