GO:0035639	F	0.03	purine ribonucleoside triphosphate binding
GO:0032561	F	0.03	guanyl ribonucleotide binding
GO:0032550	F	0.03	purine ribonucleoside binding
GO:0017111	F	0.02	nucleoside-triphosphatase activity
GO:0005198	F	0.02	structural molecule activity
