GO:0050789	P	0.73	regulation of biological process
GO:0065007	P	0.72	biological regulation
GO:0050794	P	0.70	regulation of cellular process
GO:0007165	P	0.46	signal transduction
GO:0035556	P	0.43	intracellular signal transduction
GO:0000160	P	0.41	phosphorelay signal transduction system
GO:0019222	P	0.07	regulation of metabolic process
GO:0080090	P	0.06	regulation of primary metabolic process
GO:0060255	P	0.06	regulation of macromolecule metabolic process
GO:0051171	P	0.06	regulation of nitrogen compound metabolic process
