GO:0071704	P	0.12	organic substance metabolic process
GO:0044238	P	0.12	primary metabolic process
GO:0044237	P	0.07	cellular metabolic process
GO:0005975	P	0.07	carbohydrate metabolic process
GO:0044710	P	0.06	single-organism metabolic process
GO:0043170	P	0.06	macromolecule metabolic process
GO:0009058	P	0.06	biosynthetic process
GO:0044723	P	0.05	single-organism carbohydrate metabolic process
GO:0044249	P	0.05	cellular biosynthetic process
GO:1901576	P	0.04	organic substance biosynthetic process
