GO:0003824	F	0.46	catalytic activity
GO:0016740	F	0.05	transferase activity
GO:0022857	F	0.02	transmembrane transporter activity
GO:1901618	F	0.01	organic hydroxy compound transmembrane transporter activity
GO:0051539	F	0.01	4 iron, 4 sulfur cluster binding
GO:0046872	F	0.01	metal ion binding
GO:0042802	F	0.01	identical protein binding
GO:0042626	F	0.01	ATPase activity, coupled to transmembrane movement of substances
GO:0017076	F	0.01	purine nucleotide binding
GO:0016989	F	0.01	sigma factor antagonist activity
