GO:0098779	P	0.01	mitophagy in response to mitochondrial depolarization
GO:0060316	P	0.01	positive regulation of ryanodine-sensitive calcium-release channel activity
GO:0055117	P	0.01	regulation of cardiac muscle contraction
GO:0051343	P	0.01	positive regulation of cyclic-nucleotide phosphodiesterase activity
GO:0032516	P	0.01	positive regulation of phosphoprotein phosphatase activity
GO:0032465	P	0.01	regulation of cytokinesis
GO:0030801	P	0.01	positive regulation of cyclic nucleotide metabolic process
GO:0021762	P	0.01	substantia nigra development
GO:0010880	P	0.01	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0005513	P	0.01	detection of calcium ion
