GO:0044699	P	0.29	single-organism process
GO:0044237	P	0.21	cellular metabolic process
GO:0071704	P	0.17	organic substance metabolic process
GO:0044238	P	0.13	primary metabolic process
GO:0044281	P	0.08	small molecule metabolic process
GO:0009069	P	0.06	serine family amino acid metabolic process
GO:0006544	P	0.04	glycine metabolic process
GO:0006563	P	0.03	L-serine metabolic process
GO:0006464	P	0.03	cellular protein modification process
GO:2000112	P	0.02	regulation of cellular macromolecule biosynthetic process
