GO:0009987	P	0.16	cellular process
GO:0044711	P	0.07	single-organism biosynthetic process
GO:0009117	P	0.07	nucleotide metabolic process
GO:1901576	P	0.06	organic substance biosynthetic process
GO:1901564	P	0.06	organonitrogen compound metabolic process
GO:0051234	P	0.06	establishment of localization
GO:0044249	P	0.06	cellular biosynthetic process
GO:0098542	P	0.02	defense response to other organism
GO:0071357	P	0.02	cellular response to type I interferon
GO:0061732	P	0.02	mitochondrial acetyl-CoA biosynthetic process from pyruvate
