GO:0003824	F	0.99	catalytic activity
GO:0005215	F	0.68	transporter activity
GO:0043492	F	0.49	ATPase activity, coupled to movement of substances
GO:0022857	F	0.25	transmembrane transporter activity
GO:0022804	F	0.22	active transmembrane transporter activity
GO:0042626	F	0.20	ATPase activity, coupled to transmembrane movement of substances
GO:0016491	F	0.03	oxidoreductase activity
GO:0000166	F	0.03	nucleotide binding
GO:0022892	F	0.02	substrate-specific transporter activity
GO:0016740	F	0.02	transferase activity
