GO:0003824	F	0.77	catalytic activity
GO:0016787	F	0.17	hydrolase activity
GO:0016798	F	0.05	hydrolase activity, acting on glycosyl bonds
GO:0005215	F	0.02	transporter activity
GO:0042803	F	0.01	protein homodimerization activity
GO:0042800	F	0.01	histone methyltransferase activity (H3-K4 specific)
GO:0042623	F	0.01	ATPase activity, coupled
GO:0042578	F	0.01	phosphoric ester hydrolase activity
GO:0035091	F	0.01	phosphatidylinositol binding
GO:0022804	F	0.01	active transmembrane transporter activity
