GO:0004553	F	0.69	hydrolase activity, hydrolyzing O-glycosyl compounds
GO:0003676	F	0.03	nucleic acid binding
GO:0046556	F	0.02	alpha-L-arabinofuranosidase activity
GO:0004558	F	0.02	alpha-1,4-glucosidase activity
GO:0001071	F	0.02	nucleic acid binding transcription factor activity
GO:0047513	F	0.01	1,2-alpha-L-fucosidase activity
GO:0046558	F	0.01	arabinan endo-1,5-alpha-L-arabinosidase activity
GO:0033914	F	0.01	xylan 1,3-beta-xylosidase activity
GO:0030247	F	0.01	polysaccharide binding
GO:0015925	F	0.01	galactosidase activity
