GO:0009987	P	0.78	cellular process
GO:0008152	P	0.66	metabolic process
GO:0044237	P	0.50	cellular metabolic process
GO:0071704	P	0.45	organic substance metabolic process
GO:0044238	P	0.34	primary metabolic process
GO:0006807	P	0.23	nitrogen compound metabolic process
GO:0044699	P	0.22	single-organism process
GO:0044763	P	0.15	single-organism cellular process
GO:0034641	P	0.13	cellular nitrogen compound metabolic process
GO:1901360	P	0.12	organic cyclic compound metabolic process
GO:0044710	P	0.12	single-organism metabolic process
GO:0046483	P	0.11	heterocycle metabolic process
GO:0009058	P	0.10	biosynthetic process
GO:0006725	P	0.10	cellular aromatic compound metabolic process
