GO:0046914	F	0.05	transition metal ion binding
GO:0005215	F	0.03	transporter activity
GO:0003824	F	0.02	catalytic activity
GO:0097367	F	0.01	carbohydrate derivative binding
GO:0042802	F	0.01	identical protein binding
GO:0042626	F	0.01	ATPase activity, coupled to transmembrane movement of substances
GO:0022891	F	0.01	substrate-specific transmembrane transporter activity
GO:0016772	F	0.01	transferase activity, transferring phosphorus-containing groups
GO:0008565	F	0.01	protein transporter activity
GO:0004872	F	0.01	receptor activity
