GO:0044763	P	0.52	single-organism cellular process
GO:0051716	P	0.04	cellular response to stimulus
GO:0044700	P	0.04	single organism signaling
GO:0007154	P	0.04	cell communication
GO:0050794	P	0.03	regulation of cellular process
GO:0043107	P	0.03	type IV pilus-dependent motility
GO:0046058	P	0.02	cAMP metabolic process
GO:0015628	P	0.02	protein secretion by the type II secretion system
GO:0009214	P	0.02	cyclic nucleotide catabolic process
GO:0009154	P	0.02	purine ribonucleotide catabolic process
