GO:0009987	P	0.98	cellular process
GO:0008152	P	0.98	metabolic process
GO:0071704	P	0.97	organic substance metabolic process
GO:0044237	P	0.97	cellular metabolic process
GO:0044238	P	0.96	primary metabolic process
GO:0043170	P	0.83	macromolecule metabolic process
GO:0044260	P	0.78	cellular macromolecule metabolic process
GO:0006807	P	0.35	nitrogen compound metabolic process
GO:0034641	P	0.27	cellular nitrogen compound metabolic process
GO:1901360	P	0.23	organic cyclic compound metabolic process
GO:0046483	P	0.23	heterocycle metabolic process
GO:0006796	P	0.22	phosphate-containing compound metabolic process
GO:0006725	P	0.22	cellular aromatic compound metabolic process
GO:0019538	P	0.21	protein metabolic process
GO:0006139	P	0.21	nucleobase-containing compound metabolic process
GO:0043412	P	0.17	macromolecule modification
GO:0044699	P	0.16	single-organism process
GO:0044267	P	0.16	cellular protein metabolic process
GO:0006464	P	0.12	cellular protein modification process
GO:0006468	P	0.10	protein phosphorylation
