GO:0009987	P	0.06	cellular process
GO:0006886	P	0.03	intracellular protein transport
GO:0071704	P	0.02	organic substance metabolic process
GO:0051168	P	0.02	nuclear export
GO:0044237	P	0.02	cellular metabolic process
GO:2000636	P	0.01	positive regulation of primary miRNA processing
GO:2000630	P	0.01	positive regulation of miRNA metabolic process
GO:2000095	P	0.01	regulation of Wnt signaling pathway, planar cell polarity pathway
GO:1903912	P	0.01	negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation
GO:1903047	P	0.01	mitotic cell cycle process
