GO:0005198	F	0.56	structural molecule activity
GO:0003824	F	0.16	catalytic activity
GO:0043169	F	0.06	cation binding
GO:0016491	F	0.04	oxidoreductase activity
GO:0016701	F	0.03	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0004871	F	0.02	signal transducer activity
GO:0042802	F	0.01	identical protein binding
GO:0022892	F	0.01	substrate-specific transporter activity
GO:0022857	F	0.01	transmembrane transporter activity
GO:0016788	F	0.01	hydrolase activity, acting on ester bonds
