GO:0006281	P	0.20	DNA repair
GO:1901576	P	0.15	organic substance biosynthetic process
GO:0006302	P	0.13	double-strand break repair
GO:0000731	P	0.13	DNA synthesis involved in DNA repair
GO:1904837	P	0.01	beta-catenin-TCF complex assembly
GO:1902807	P	0.01	negative regulation of cell cycle G1/S phase transition
GO:0090002	P	0.01	establishment of protein localization to plasma membrane
GO:0071934	P	0.01	thiamine transmembrane transport
GO:0071375	P	0.01	cellular response to peptide hormone stimulus
GO:0071333	P	0.01	cellular response to glucose stimulus
