GO:0016043	P	0.42	cellular component organization
GO:0044699	P	0.29	single-organism process
GO:0006996	P	0.11	organelle organization
GO:0050794	P	0.10	regulation of cellular process
GO:1901362	P	0.07	organic cyclic compound biosynthetic process
GO:0044283	P	0.07	small molecule biosynthetic process
GO:0044249	P	0.07	cellular biosynthetic process
GO:0044763	P	0.06	single-organism cellular process
GO:0006725	P	0.06	cellular aromatic compound metabolic process
GO:0022604	P	0.04	regulation of cell morphogenesis
